id_inter,hagrid_one,hagrid_two,type
9026,123,94,NULL
11421,1,23,NULL
11422,1,271,NULL
8338,171,77,NULL
11423,1,19,NULL
11424,1,21,NULL
11134,15,271,NULL
11135,15,216,NULL
11136,15,210,NULL
10831,37,31,NULL
11137,15,19,NULL
11138,15,22,NULL
11139,15,41,NULL
8452,165,54,NULL
11394,3,185,NULL
11395,3,160,NULL
11396,3,161,NULL
11397,3,37,NULL
9140,119,159,NULL
8325,172,216,NULL
11398,3,166,NULL
10550,51,122,NULL
9881,82,274,NULL
11399,3,40,NULL
9122,120,281,NULL
11400,3,41,NULL
11401,3,42,NULL
11402,3,171,NULL
11403,3,49,NULL
11404,3,51,NULL
11339,6,192,NULL
11340,6,194,NULL
11341,6,195,NULL
8280,173,216,NULL
11342,6,198,NULL
11343,6,199,NULL
11344,6,200,NULL
10945,27,165,NULL
11345,6,201,NULL
11346,6,202,NULL
11347,6,204,NULL
11348,6,207,NULL
11349,6,210,NULL
11350,6,211,NULL
11351,6,212,NULL
11352,6,216,NULL
11353,6,219,NULL
11354,6,221,NULL
11355,6,226,NULL
11356,6,227,NULL
10755,40,245,NULL
11357,6,228,NULL
11358,6,231,NULL
11359,6,234,NULL
11360,6,241,NULL
11361,6,244,NULL
10943,28,15,NULL
11362,6,245,NULL
11363,6,247,NULL
11239,9,18,NULL
11240,9,112,NULL
11241,9,243,NULL
6751,302,113,NULL
11202,11,111,NULL
11203,11,147,NULL
11195,12,92,NULL
11174,13,68,NULL
11175,13,71,NULL
11176,13,211,NULL
11177,13,84,NULL
11178,13,96,NULL
11161,14,239,NULL
11162,14,117,NULL
11140,15,137,NULL
11405,3,52,NULL
11406,3,54,NULL
11407,3,56,NULL
11408,3,57,NULL
11409,3,65,NULL
11381,4,173,NULL
11364,6,250,NULL
11365,6,256,NULL
11366,6,269,NULL
11367,6,274,NULL
8842,138,205,NULL
11368,6,278,NULL
11369,6,281,NULL
11124,16,39,NULL
11163,14,120,NULL
11380,4,172,NULL
11425,1,22,NULL
9581,96,82,NULL
9470,100,53,NULL
7746,208,202,NULL
9697,91,137,NULL
11370,6,284,NULL
11371,6,290,NULL
11372,6,297,NULL
11373,6,298,NULL
11374,6,299,NULL
11264,6,6,NULL
11265,6,8,NULL
9123,120,110,NULL
11208,10,39,NULL
10938,30,137,NULL
11426,1,215,NULL
11427,1,26,NULL
11428,1,122,NULL
11410,3,199,NULL
11141,15,185,NULL
11411,3,74,NULL
11412,3,78,NULL
11413,3,215,NULL
11414,3,216,NULL
11266,6,9,NULL
11267,6,11,NULL
11268,6,12,NULL
11269,6,13,NULL
11270,6,14,NULL
8326,172,89,NULL
8023,193,44,NULL
11271,6,15,NULL
9812,85,115,NULL
11125,16,63,NULL
11242,9,116,NULL
11243,9,247,NULL
11204,11,92,NULL
11196,12,94,NULL
9694,92,60,NULL
11164,14,121,NULL
9695,92,61,NULL
11179,13,226,NULL
11180,13,231,NULL
11142,15,28,NULL
11077,19,52,NULL
11181,13,106,NULL
11182,13,236,NULL
11244,9,84,NULL
11183,13,112,NULL
11382,4,55,NULL
9485,99,283,NULL
11272,6,16,NULL
8327,172,94,NULL
9124,120,115,NULL
8328,172,96,NULL
11184,13,113,NULL
8794,143,219,NULL
8795,143,94,NULL
9882,82,276,NULL
8835,139,234,NULL
10756,40,249,NULL
10589,47,47,NULL
6776,299,216,NULL
10577,49,3,NULL
8051,192,231,NULL
9125,120,247,NULL
9261,113,112,NULL
9262,113,113,NULL
8329,172,97,NULL
9302,112,213,NULL
10757,40,122,NULL
8418,168,103,NULL
8268,174,220,NULL
8269,174,122,NULL
7731,209,63,NULL
11033,22,15,NULL
10662,42,54,NULL
10649,43,110,NULL
10650,43,121,NULL
6777,299,207,NULL
10681,41,24,NULL
8796,143,96,NULL
9757,86,219,NULL
8419,168,40,NULL
8024,193,113,NULL
10837,36,122,NULL
11258,8,210,NULL
11259,8,117,NULL
9209,116,118,NULL
11263,7,8,NULL
10907,33,22,NULL
10306,64,25,NULL
10307,64,117,NULL
10308,64,297,NULL
9833,84,250,NULL
9406,106,117,NULL
10411,61,105,NULL
10412,61,106,NULL
6752,302,243,NULL
9231,114,105,NULL
7834,202,208,NULL
8975,126,149,NULL
9126,120,122,NULL
11273,6,38,NULL
10930,32,215,NULL
7952,196,120,NULL
7953,196,94,NULL
7747,208,94,NULL
7723,210,123,NULL
11245,9,123,NULL
11375,5,223,NULL
9065,122,120,NULL
11429,1,245,NULL
11415,3,106,NULL
8145,184,22,NULL
11260,8,123,NULL
11261,8,221,NULL
11262,8,245,NULL
11110,18,120,NULL
11078,19,57,NULL
11079,19,185,NULL
11080,19,215,NULL
11081,19,223,NULL
11082,19,97,NULL
11083,19,168,NULL
11084,19,122,NULL
11050,21,22,NULL
11051,21,215,NULL
11034,22,221,NULL
11035,22,94,NULL
11036,22,96,NULL
11037,22,110,NULL
11038,22,41,NULL
11039,22,120,NULL
10994,23,216,NULL
10995,23,23,NULL
10996,23,298,NULL
10539,52,185,NULL
10997,23,61,NULL
10979,24,265,NULL
10980,24,41,NULL
10998,23,94,NULL
10939,29,73,NULL
10931,32,216,NULL
10932,32,221,NULL
10933,32,297,NULL
10934,32,122,NULL
8136,185,219,NULL
10908,33,215,NULL
10909,33,122,NULL
8483,164,117,NULL
10892,34,150,NULL
10893,34,216,NULL
10894,34,185,NULL
10895,34,122,NULL
10896,34,286,NULL
8484,164,122,NULL
6778,299,61,NULL
10820,38,6,NULL
10821,38,10,NULL
10822,38,185,NULL
10823,38,42,NULL
10824,38,286,NULL
10813,39,190,NULL
10814,39,118,NULL
10815,39,120,NULL
10816,39,123,NULL
10817,39,281,NULL
10818,39,298,NULL
10551,51,285,NULL
9184,117,117,NULL
10682,41,57,NULL
10683,41,122,NULL
10684,41,62,NULL
10663,42,215,NULL
10664,42,122,NULL
10651,43,298,NULL
10599,45,50,NULL
10600,45,150,NULL
10601,45,61,NULL
10602,45,94,NULL
10586,48,85,NULL
10578,49,46,NULL
10579,49,215,NULL
8330,172,106,NULL
8331,172,110,NULL
8332,172,190,NULL
10552,51,63,NULL
10540,52,122,NULL
8137,185,94,NULL
10529,54,74,NULL
10530,54,39,NULL
10309,64,251,NULL
10508,55,150,NULL
10509,55,122,NULL
10510,55,94,NULL
10499,56,122,NULL
10491,57,159,NULL
10476,59,60,NULL
10477,59,94,NULL
10469,60,124,NULL
10413,61,18,NULL
10414,61,110,NULL
10415,61,112,NULL
10416,61,113,NULL
10417,61,243,NULL
10418,61,116,NULL
10419,61,117,NULL
10420,61,247,NULL
10357,62,117,NULL
10310,64,124,NULL
10311,64,125,NULL
10312,64,85,NULL
10247,65,245,NULL
10248,65,120,NULL
10213,67,118,NULL
10214,67,126,NULL
10177,68,84,NULL
10154,69,119,NULL
10076,74,297,NULL
9977,76,94,NULL
9978,76,223,NULL
9967,77,206,NULL
9959,78,107,NULL
9960,78,113,NULL
9961,78,117,NULL
9962,78,120,NULL
9913,80,61,NULL
9914,80,62,NULL
9915,80,223,NULL
10421,61,120,NULL
11040,22,253,NULL
9851,83,27,NULL
9758,86,220,NULL
10249,65,251,NULL
9670,94,234,NULL
9671,94,126,NULL
9582,96,115,NULL
9583,96,247,NULL
9584,96,120,NULL
9585,96,84,NULL
9586,96,124,NULL
9587,96,298,NULL
9506,98,122,NULL
9507,98,170,NULL
9508,98,223,NULL
8165,181,223,NULL
9486,99,57,NULL
9407,106,247,NULL
9408,106,121,NULL
9409,106,125,NULL
9410,106,126,NULL
6753,302,181,NULL
6754,302,118,NULL
6755,302,152,NULL
6756,301,10,NULL
9357,109,92,NULL
9358,109,104,NULL
9349,110,111,NULL
9350,110,112,NULL
9351,110,245,NULL
9352,110,120,NULL
9353,110,124,NULL
9263,113,114,NULL
9264,113,243,NULL
9265,113,117,NULL
9266,113,118,NULL
9185,117,119,NULL
9186,117,121,NULL
9127,120,123,NULL
9128,120,124,NULL
9066,122,250,NULL
9027,123,223,NULL
9009,124,284,NULL
9010,124,94,NULL
8567,160,121,NULL
10077,74,212,NULL
8990,125,89,NULL
8991,125,125,NULL
8976,126,92,NULL
8977,126,94,NULL
8924,135,188,NULL
8836,139,31,NULL
8797,143,97,NULL
8798,143,226,NULL
8799,143,234,NULL
8800,143,210,NULL
8801,143,110,NULL
8802,143,239,NULL
8803,143,190,NULL
8804,143,20,NULL
8793,143,89,NULL
8682,151,239,NULL
8683,151,240,NULL
8684,151,113,NULL
8685,151,120,NULL
8686,151,121,NULL
8521,163,250,NULL
8485,164,123,NULL
8453,165,215,NULL
8454,165,122,NULL
8455,165,27,NULL
8456,165,63,NULL
8441,166,97,NULL
8442,166,227,NULL
8443,166,245,NULL
8444,166,122,NULL
10333,63,103,NULL
8420,168,120,NULL
8421,168,298,NULL
8393,169,223,NULL
8384,170,20,NULL
8385,170,253,NULL
8333,172,120,NULL
8270,174,223,NULL
8252,175,175,NULL
8253,175,42,NULL
8226,176,82,NULL
8227,176,110,NULL
8214,177,79,NULL
8192,179,284,NULL
8486,164,124,NULL
8153,183,62,NULL
8154,183,223,NULL
8138,185,223,NULL
8139,185,98,NULL
8140,185,166,NULL
8141,185,41,NULL
8025,193,243,NULL
8026,193,120,NULL
7996,194,125,NULL
7970,195,137,NULL
7828,203,89,NULL
7829,203,94,NULL
7786,207,125,NULL
7724,210,124,NULL
8174,180,143,NULL
8175,180,208,NULL
8176,180,50,NULL
8177,180,85,NULL
7818,204,120,NULL
7819,204,60,NULL
10618,44,303,NULL
10619,44,188,NULL
10620,44,61,NULL
10621,44,94,NULL
9700,90,197,NULL
7659,211,210,NULL
7660,211,211,NULL
7661,211,84,NULL
7662,211,85,NULL
7663,211,221,NULL
7664,211,96,NULL
11185,13,114,NULL
11186,13,116,NULL
9222,115,223,NULL
7835,202,18,NULL
10470,60,85,NULL
8193,179,94,NULL
11187,13,117,NULL
8228,176,143,NULL
8229,176,178,NULL
8230,176,116,NULL
9411,106,85,NULL
9187,117,125,NULL
7603,213,60,NULL
9995,75,173,NULL
9996,75,176,NULL
9997,75,178,NULL
9998,75,64,NULL
9999,75,194,NULL
10000,75,74,NULL
10001,75,75,NULL
10002,75,207,NULL
10003,75,82,NULL
10004,75,211,NULL
10005,75,85,NULL
10006,75,88,NULL
10007,75,89,NULL
10008,75,94,NULL
10009,75,96,NULL
10010,75,106,NULL
10011,75,210,NULL
10012,75,245,NULL
10013,75,20,NULL
11246,9,126,NULL
9928,79,61,NULL
7946,197,60,NULL
10422,61,84,NULL
8522,163,125,NULL
8825,140,175,NULL
11274,6,39,NULL
9590,95,6,NULL
11416,3,122,NULL
9741,88,117,NULL
9742,88,151,NULL
9743,88,88,NULL
9744,88,89,NULL
9745,88,60,NULL
9714,89,192,NULL
9715,89,193,NULL
9716,89,75,NULL
9717,89,203,NULL
9718,89,76,NULL
9719,89,82,NULL
9720,89,216,NULL
9721,89,89,NULL
9722,89,94,NULL
9723,89,97,NULL
9724,89,234,NULL
9725,89,110,NULL
9726,89,120,NULL
9727,89,124,NULL
9728,89,125,NULL
9542,97,124,NULL
9306,111,12,NULL
9307,111,110,NULL
8215,177,284,NULL
8216,177,61,NULL
8217,177,94,NULL
8218,177,223,NULL
7879,200,22,NULL
7880,200,151,NULL
7881,200,216,NULL
7882,200,276,NULL
7836,202,120,NULL
7582,215,49,NULL
7583,215,179,NULL
7584,215,52,NULL
7585,215,185,NULL
7586,215,61,NULL
7587,215,199,NULL
7588,215,74,NULL
7589,215,215,NULL
7590,215,169,NULL
7591,215,121,NULL
7592,215,122,NULL
7557,216,117,NULL
7558,216,227,NULL
7559,216,228,NULL
7560,216,103,NULL
7561,216,106,NULL
7562,216,107,NULL
7563,216,112,NULL
7564,216,212,NULL
7565,216,121,NULL
7566,216,63,NULL
7567,216,124,NULL
7555,216,94,NULL
7556,216,223,NULL
7503,217,139,NULL
7553,216,71,NULL
7554,216,15,NULL
10334,63,110,NULL
10335,63,245,NULL
9963,78,122,NULL
10078,74,122,NULL
8992,125,85,NULL
7924,199,122,NULL
7925,199,125,NULL
8231,176,120,NULL
8232,176,281,NULL
9147,118,92,NULL
7971,195,25,NULL
7972,195,94,NULL
8197,178,110,NULL
9232,114,137,NULL
9233,114,94,NULL
8281,173,39,NULL
8282,173,60,NULL
8283,173,62,NULL
9813,85,116,NULL
9814,85,120,NULL
9815,85,106,NULL
9852,83,60,NULL
9834,84,61,NULL
7973,195,16,NULL
10974,25,106,NULL
10975,25,110,NULL
10976,25,120,NULL
10977,25,121,NULL
8198,178,137,NULL
7497,219,207,NULL
7498,219,220,NULL
7499,219,221,NULL
7500,219,62,NULL
7501,219,213,NULL
7502,218,62,NULL
8066,190,94,NULL
8067,190,223,NULL
8628,152,159,NULL
8916,136,223,NULL
10084,73,263,NULL
11420,1,33,NULL
11417,2,222,NULL
7478,220,220,NULL
7479,220,285,NULL
7433,223,169,NULL
10910,33,223,NULL
9746,88,120,NULL
8142,185,249,NULL
10758,40,21,NULL
10685,41,223,NULL
7434,223,121,NULL
7435,223,123,NULL
7436,223,170,NULL
7385,224,223,NULL
8905,137,85,NULL
7377,226,113,NULL
7805,205,150,NULL
7806,205,298,NULL
10358,62,281,NULL
7807,205,94,NULL
7808,205,165,NULL
7287,232,164,NULL
8735,150,253,NULL
7285,234,94,NULL
7266,235,164,NULL
9267,113,123,NULL
7264,236,94,NULL
11188,13,212,NULL
9696,92,126,NULL
7257,237,238,NULL
8143,185,122,NULL
7265,236,95,NULL
8805,143,106,NULL
9752,87,87,NULL
7240,240,60,NULL
10079,74,251,NULL
10531,54,165,NULL
10936,31,37,NULL
7883,200,74,NULL
9680,93,234,NULL
8958,130,62,NULL
7866,201,298,NULL
8806,142,220,NULL
10423,61,123,NULL
7641,212,254,NULL
8568,160,125,NULL
7310,231,118,NULL
7311,231,247,NULL
7312,231,126,NULL
9487,99,219,NULL
9488,99,221,NULL
9489,99,94,NULL
9490,99,223,NULL
7480,220,159,NULL
7224,243,106,NULL
7225,243,39,NULL
7226,243,61,NULL
8178,180,120,NULL
8993,125,117,NULL
8233,176,126,NULL
7665,211,234,NULL
7666,211,115,NULL
8687,151,125,NULL
8334,172,170,NULL
7199,245,239,NULL
7200,245,116,NULL
7201,245,245,NULL
7202,245,124,NULL
7203,245,125,NULL
7161,247,150,NULL
7162,247,247,NULL
7163,247,120,NULL
7164,247,137,NULL
7165,247,175,NULL
7166,247,61,NULL
7137,250,250,NULL
7138,250,122,NULL
7139,250,158,NULL
7126,251,94,NULL
10080,74,125,NULL
10250,65,298,NULL
7112,253,253,NULL
7106,255,255,NULL
7102,256,150,NULL
7103,256,55,NULL
7104,256,216,NULL
7105,256,94,NULL
7084,261,149,NULL
7083,261,92,NULL
10424,61,234,NULL
7051,263,256,NULL
7050,264,215,NULL
7040,267,3,NULL
7039,268,119,NULL
7016,271,166,NULL
7015,271,165,NULL
7014,271,1,NULL
7006,274,281,NULL
7007,274,68,NULL
7008,274,201,NULL
7009,274,61,NULL
7010,274,94,NULL
7011,274,85,NULL
6977,276,211,NULL
6978,276,85,NULL
6979,276,216,NULL
6980,276,89,NULL
6981,276,219,NULL
6982,276,94,NULL
6983,276,96,NULL
6984,276,110,NULL
6955,278,6,NULL
6956,278,278,NULL
6957,278,119,NULL
6958,278,159,NULL
6938,281,207,NULL
6937,281,78,NULL
6936,281,274,NULL
6935,281,62,NULL
6934,281,297,NULL
6933,281,39,NULL
6932,281,6,NULL
6931,281,197,NULL
6930,281,64,NULL
6913,283,97,NULL
6912,283,64,NULL
6879,284,139,NULL
6878,284,137,NULL
6877,284,6,NULL
6870,285,51,NULL
6869,285,47,NULL
6868,285,40,NULL
6858,286,32,NULL
6750,302,199,NULL
6749,302,71,NULL
6748,302,67,NULL
6747,302,66,NULL
6746,302,160,NULL
6745,303,221,NULL
6744,303,150,NULL
6743,303,35,NULL
6742,303,61,NULL
6741,303,44,NULL
6740,303,297,NULL
6739,303,168,NULL
6738,303,295,NULL
6737,303,99,NULL
6736,303,97,NULL
6735,304,94,NULL
6734,304,137,NULL
6727,306,306,NULL
6724,307,307,NULL
6723,307,97,NULL
6732,305,120,NULL
6731,305,212,NULL
6730,305,130,NULL
6729,305,137,NULL
6728,305,162,NULL
6722,308,308,NULL
6726,306,40,NULL
6775,299,201,NULL
6774,299,139,NULL
6773,299,67,NULL
6772,299,18,NULL
6771,299,177,NULL
6770,299,111,NULL
6769,299,110,NULL
6768,299,109,NULL
6767,299,299,NULL
6766,299,74,NULL
6765,299,137,NULL
6764,299,104,NULL
6763,299,6,NULL
6762,299,11,NULL
6761,300,133,NULL
6760,300,148,NULL
6759,300,275,NULL
6758,300,40,NULL
6757,301,301,NULL
6733,305,189,NULL
6725,307,172,NULL
7087,259,169,NULL
10883,35,124,NULL
10882,35,123,NULL
10881,35,245,NULL
10880,35,40,NULL
10879,35,239,NULL
10878,35,110,NULL
10877,35,106,NULL
10876,35,227,NULL
10875,35,97,NULL
10874,35,223,NULL
10873,35,94,NULL
10872,35,221,NULL
10871,35,36,NULL
10870,35,216,NULL
10869,35,87,NULL
10868,35,163,NULL
10867,35,210,NULL
10866,35,209,NULL
10865,35,205,NULL
10864,35,74,NULL
10863,35,71,NULL
10862,35,192,NULL
10861,35,63,NULL
10860,35,61,NULL
10859,35,183,NULL
10858,35,179,NULL
10857,35,136,NULL
10856,35,303,NULL
10855,35,174,NULL
10854,35,199,NULL
10853,35,297,NULL
10852,35,168,NULL
10851,35,295,NULL
10850,35,164,NULL
10849,35,35,NULL
10848,35,32,NULL
10847,35,286,NULL
10846,35,284,NULL
10845,35,283,NULL
10844,35,25,NULL
10843,35,152,NULL
10842,35,150,NULL
10841,35,276,NULL
10840,35,137,NULL
10839,35,8,NULL
10838,35,64,NULL
6885,284,151,NULL
6884,284,22,NULL
6883,284,276,NULL
6882,284,18,NULL
6881,284,88,NULL
6880,284,16,NULL
6876,285,63,NULL
6875,285,285,NULL
6874,285,220,NULL
6873,285,122,NULL
6872,285,185,NULL
6871,285,22,NULL
6867,286,122,NULL
6866,286,185,NULL
6865,286,216,NULL
6864,286,151,NULL
6863,286,298,NULL
6862,286,231,NULL
6861,286,38,NULL
6860,286,35,NULL
6859,286,34,NULL
6857,287,227,NULL
6856,288,137,NULL
6851,290,290,NULL
6852,290,74,NULL
6853,290,245,NULL
6854,290,6,NULL
6855,290,162,NULL
6850,291,291,NULL
6849,294,189,NULL
6848,294,175,NULL
6847,294,201,NULL
6846,294,168,NULL
6845,294,71,NULL
6844,294,294,NULL
6843,295,223,NULL
6842,295,106,NULL
6841,295,54,NULL
6840,295,35,NULL
6839,295,241,NULL
6838,295,303,NULL
6837,295,110,NULL
6836,295,205,NULL
6835,295,74,NULL
6834,295,39,NULL
6833,295,131,NULL
6832,295,99,NULL
6831,295,192,NULL
6830,297,106,NULL
6829,297,123,NULL
6828,297,234,NULL
6827,297,99,NULL
6826,297,226,NULL
6825,297,223,NULL
6824,297,221,NULL
6823,297,219,NULL
6822,297,86,NULL
6821,297,227,NULL
6820,297,82,NULL
6819,297,98,NULL
6818,297,74,NULL
6817,297,69,NULL
6816,297,64,NULL
6815,297,54,NULL
6814,297,303,NULL
6813,297,172,NULL
6812,297,297,NULL
6811,297,168,NULL
6810,297,37,NULL
6809,297,35,NULL
6808,297,32,NULL
6807,297,281,NULL
6806,297,143,NULL
6805,297,263,NULL
6804,297,6,NULL
6803,298,42,NULL
6802,298,248,NULL
6801,298,245,NULL
6800,298,115,NULL
6799,298,98,NULL
6798,298,96,NULL
6797,298,221,NULL
6796,298,205,NULL
6795,298,201,NULL
6794,298,69,NULL
6793,298,65,NULL
6792,298,58,NULL
6791,298,185,NULL
6790,298,54,NULL
6789,298,243,NULL
6788,298,43,NULL
6787,298,298,NULL
6786,298,168,NULL
6785,298,39,NULL
6784,298,37,NULL
6783,298,164,NULL
6782,298,286,NULL
6781,298,283,NULL
6780,298,23,NULL
6779,298,6,NULL
6886,284,152,NULL
6887,284,283,NULL
6888,284,160,NULL
6889,284,35,NULL
6890,284,37,NULL
6891,284,43,NULL
6892,284,172,NULL
6893,284,177,NULL
6894,284,179,NULL
6895,284,60,NULL
6896,284,189,NULL
6897,284,64,NULL
6898,284,66,NULL
6899,284,199,NULL
6900,284,201,NULL
6901,284,74,NULL
6902,284,207,NULL
6903,284,210,NULL
6904,284,163,NULL
6905,284,216,NULL
6906,284,71,NULL
6907,284,94,NULL
6908,284,234,NULL
6909,284,113,NULL
6910,284,120,NULL
6911,284,124,NULL
6914,283,163,NULL
6915,283,211,NULL
6916,283,39,NULL
6917,283,298,NULL
6918,283,43,NULL
6919,283,172,NULL
6920,283,174,NULL
6921,283,207,NULL
6922,283,99,NULL
6923,283,35,NULL
6924,283,276,NULL
6925,283,54,NULL
6926,283,151,NULL
6927,283,25,NULL
6928,283,284,NULL
6929,283,61,NULL
6939,281,176,NULL
6940,281,177,NULL
6941,281,210,NULL
6942,281,211,NULL
6943,281,85,NULL
6944,281,150,NULL
6945,281,151,NULL
6946,281,120,NULL
6947,281,281,NULL
6948,281,152,NULL
6949,281,61,NULL
6950,281,94,NULL
6951,280,188,NULL
6952,279,28,NULL
6954,278,69,NULL
6953,278,228,NULL
6976,276,82,NULL
6975,276,207,NULL
6974,276,75,NULL
6973,276,200,NULL
6972,276,64,NULL
6971,276,55,NULL
6970,276,50,NULL
6969,276,172,NULL
6968,276,43,NULL
6967,276,170,NULL
6966,276,35,NULL
6965,276,284,NULL
6964,276,283,NULL
6963,276,25,NULL
6962,276,151,NULL
6961,276,18,NULL
6960,276,143,NULL
6959,276,263,NULL
6990,275,159,NULL
6989,275,123,NULL
6988,275,58,NULL
6987,275,152,NULL
6986,275,117,NULL
6985,275,300,NULL
7005,274,117,NULL
7004,274,212,NULL
7003,274,18,NULL
7002,274,112,NULL
7001,274,175,NULL
7000,274,82,NULL
6999,274,247,NULL
6998,274,202,NULL
6997,274,9,NULL
6996,274,71,NULL
6995,274,6,NULL
6994,274,269,NULL
6993,274,164,NULL
6992,274,67,NULL
6991,274,162,NULL
7013,273,269,NULL
7012,273,236,NULL
7017,271,15,NULL
7018,271,52,NULL
7019,271,188,NULL
7020,269,227,NULL
7021,269,68,NULL
7022,269,6,NULL
7023,269,71,NULL
7024,269,9,NULL
7025,269,106,NULL
7026,269,204,NULL
7027,269,14,NULL
7028,269,207,NULL
7029,269,112,NULL
7030,269,273,NULL
7031,269,274,NULL
7032,269,83,NULL
7033,269,212,NULL
7034,269,117,NULL
7035,269,157,NULL
7036,269,137,NULL
7037,269,152,NULL
7038,269,221,NULL
7041,267,40,NULL
7042,267,267,NULL
7043,267,20,NULL
7044,267,117,NULL
7045,267,122,NULL
7046,265,24,NULL
7047,265,137,NULL
7048,265,69,NULL
7049,265,14,NULL
7052,263,4,NULL
7053,263,263,NULL
7054,263,137,NULL
7055,263,23,NULL
7056,263,173,NULL
7057,263,276,NULL
7058,263,151,NULL
7059,263,25,NULL
7060,263,40,NULL
7061,263,297,NULL
7062,263,170,NULL
7063,263,43,NULL
7064,263,172,NULL
7065,263,45,NULL
7066,263,62,NULL
7067,263,117,NULL
7068,263,64,NULL
7069,263,73,NULL
7070,263,75,NULL
7071,263,210,NULL
7072,263,85,NULL
7073,263,89,NULL
7074,263,143,NULL
7075,263,94,NULL
7076,263,223,NULL
7077,263,96,NULL
7078,263,99,NULL
7079,263,82,NULL
7080,263,112,NULL
7081,263,190,NULL
7082,263,120,NULL
7085,261,126,NULL
7086,260,133,NULL
7090,257,62,NULL
7089,257,130,NULL
7088,257,129,NULL
7101,256,85,NULL
7100,256,82,NULL
7099,256,143,NULL
7098,256,173,NULL
7097,256,263,NULL
7096,256,40,NULL
7095,256,97,NULL
7094,256,6,NULL
7093,256,75,NULL
7092,256,64,NULL
7091,256,96,NULL
7107,254,212,NULL
7111,253,150,NULL
7110,253,85,NULL
7109,253,170,NULL
7108,253,22,NULL
7118,252,94,NULL
7117,252,251,NULL
7116,252,150,NULL
7115,252,244,NULL
7114,252,227,NULL
7113,252,64,NULL
7125,251,252,NULL
7124,251,150,NULL
7123,251,244,NULL
7122,251,74,NULL
7121,251,227,NULL
7120,251,65,NULL
7119,251,64,NULL
7136,250,249,NULL
7135,250,86,NULL
7134,250,84,NULL
7133,250,174,NULL
7132,250,141,NULL
7131,250,139,NULL
7130,250,104,NULL
7129,250,6,NULL
7128,250,228,NULL
7127,250,163,NULL
7144,249,249,NULL
7143,249,247,NULL
7142,249,250,NULL
7141,249,185,NULL
7140,249,40,NULL
7148,248,159,NULL
7147,248,94,NULL
7146,248,298,NULL
7145,248,137,NULL
7160,247,210,NULL
7159,247,50,NULL
7158,247,79,NULL
7157,247,274,NULL
7156,247,71,NULL
7155,247,106,NULL
7154,247,9,NULL
7153,247,249,NULL
7152,247,231,NULL
7151,247,6,NULL
7150,247,131,NULL
7149,247,96,NULL
7168,246,212,NULL
7167,246,210,NULL
7198,245,110,NULL
7197,245,236,NULL
7196,245,105,NULL
7195,245,93,NULL
7194,245,216,NULL
7193,245,78,NULL
7192,245,205,NULL
7191,245,75,NULL
7190,245,74,NULL
7189,245,199,NULL
7188,245,65,NULL
7187,245,63,NULL
7186,245,179,NULL
7185,245,71,NULL
7184,245,298,NULL
7183,245,41,NULL
7182,245,40,NULL
7181,245,39,NULL
7180,245,166,NULL
7179,245,35,NULL
7178,245,290,NULL
7177,245,161,NULL
7176,245,160,NULL
7175,245,159,NULL
7174,245,143,NULL
7173,245,137,NULL
7172,245,8,NULL
7171,245,6,NULL
7170,245,130,NULL
7169,245,1,NULL
