id_inter,hagrid_one,hagrid_two,type
9893,81,25,NULL
9892,81,216,NULL
9891,81,151,NULL
9890,81,85,NULL
9889,81,83,NULL
9888,81,80,NULL
9887,81,207,NULL
9886,81,211,NULL
9885,81,6,NULL
9884,81,67,NULL
9883,81,96,NULL
9912,80,188,NULL
9911,80,120,NULL
9910,80,151,NULL
9909,80,85,NULL
9908,80,116,NULL
9907,80,67,NULL
9906,80,81,NULL
9905,80,112,NULL
9904,80,207,NULL
9903,80,14,NULL
9902,80,216,NULL
9901,80,172,NULL
9900,80,39,NULL
9899,80,6,NULL
9898,80,68,NULL
9897,80,99,NULL
9896,80,83,NULL
9895,80,97,NULL
9927,79,84,NULL
9926,79,247,NULL
9925,79,212,NULL
9924,79,113,NULL
9923,79,177,NULL
9922,79,23,NULL
9921,79,170,NULL
9920,79,9,NULL
9919,79,231,NULL
9918,79,6,NULL
9917,79,197,NULL
9916,79,67,NULL
9958,78,106,NULL
9957,78,105,NULL
9956,78,231,NULL
9955,78,223,NULL
9954,78,221,NULL
9953,78,219,NULL
9952,78,84,NULL
9951,78,210,NULL
9950,78,78,NULL
9949,78,205,NULL
9948,78,74,NULL
9947,78,201,NULL
9946,78,199,NULL
9945,78,192,NULL
9944,78,245,NULL
9943,78,61,NULL
9942,78,60,NULL
9941,78,185,NULL
9940,78,50,NULL
9939,78,172,NULL
9938,78,41,NULL
9937,78,40,NULL
9936,78,164,NULL
9935,78,159,NULL
9934,78,153,NULL
9933,78,281,NULL
9932,78,141,NULL
9931,78,9,NULL
9930,78,6,NULL
9929,78,3,NULL
9966,77,77,NULL
9965,77,171,NULL
9964,77,74,NULL
9976,76,63,NULL
9975,76,89,NULL
9974,76,210,NULL
9973,76,143,NULL
9972,76,45,NULL
9971,76,170,NULL
9970,76,6,NULL
9969,76,226,NULL
9968,76,64,NULL
9994,75,172,NULL
9993,75,43,NULL
9992,75,40,NULL
9991,75,160,NULL
9990,75,159,NULL
9989,75,151,NULL
9988,75,22,NULL
9987,75,21,NULL
9986,75,276,NULL
9985,75,16,NULL
9984,75,143,NULL
9983,75,263,NULL
9982,75,6,NULL
9981,75,4,NULL
9980,75,192,NULL
9979,75,256,NULL
10075,74,245,NULL
10074,74,116,NULL
10073,74,61,NULL
10072,74,110,NULL
10071,74,39,NULL
10070,74,106,NULL
10069,74,105,NULL
10068,74,231,NULL
10067,74,131,NULL
10066,74,99,NULL
10065,74,226,NULL
10064,74,97,NULL
10063,74,93,NULL
10062,74,169,NULL
10061,74,216,NULL
10060,74,215,NULL
10059,74,84,NULL
10058,74,210,NULL
10057,74,208,NULL
10056,74,78,NULL
10055,74,77,NULL
10054,74,75,NULL
10053,74,74,NULL
10052,74,201,NULL
10051,74,200,NULL
10050,74,199,NULL
10049,74,69,NULL
10048,74,68,NULL
10047,74,65,NULL
10046,74,63,NULL
10045,74,189,NULL
10044,74,56,NULL
10043,74,55,NULL
10042,74,54,NULL
10041,74,51,NULL
10040,74,136,NULL
10039,74,172,NULL
10038,74,71,NULL
10037,74,170,NULL
10036,74,41,NULL
10035,74,40,NULL
10034,74,295,NULL
10033,74,166,NULL
10032,74,165,NULL
10031,74,35,NULL
10030,74,290,NULL
10029,74,161,NULL
10028,74,160,NULL
10027,74,284,NULL
10026,74,103,NULL
10025,74,179,NULL
10024,74,299,NULL
10023,74,152,NULL
10022,74,22,NULL
10021,74,147,NULL
10020,74,15,NULL
10019,74,137,NULL
10018,74,8,NULL
10017,74,193,NULL
10016,74,6,NULL
10015,74,150,NULL
10014,74,3,NULL
10083,73,29,NULL
10082,73,28,NULL
10081,73,15,NULL
10126,71,122,NULL
10125,71,119,NULL
10124,71,245,NULL
10123,71,116,NULL
10122,71,83,NULL
10121,71,110,NULL
10120,71,210,NULL
10119,71,234,NULL
10118,71,101,NULL
10117,71,98,NULL
10116,71,221,NULL
10115,71,92,NULL
10114,71,219,NULL
10113,71,216,NULL
10112,71,211,NULL
10111,71,82,NULL
10110,71,13,NULL
10109,71,247,NULL
10108,71,74,NULL
10107,71,201,NULL
10106,71,71,NULL
10105,71,198,NULL
10104,71,68,NULL
10103,71,66,NULL
10102,71,65,NULL
10101,71,61,NULL
10100,71,54,NULL
10099,71,175,NULL
10098,71,302,NULL
10097,71,199,NULL
10096,71,294,NULL
10095,71,164,NULL
10094,71,35,NULL
10093,71,160,NULL
10092,71,159,NULL
10091,71,284,NULL
10090,71,20,NULL
10089,71,274,NULL
10088,71,14,NULL
10087,71,269,NULL
10086,71,12,NULL
10085,71,6,NULL
10130,70,70,NULL
10129,70,205,NULL
10128,70,6,NULL
10127,70,210,NULL
10153,69,227,NULL
10152,69,96,NULL
10151,69,85,NULL
10150,69,224,NULL
10149,69,74,NULL
10148,69,201,NULL
10147,69,32,NULL
10146,69,69,NULL
10145,69,65,NULL
10144,69,62,NULL
10143,69,61,NULL
10142,69,60,NULL
10141,69,55,NULL
10140,69,298,NULL
10139,69,297,NULL
10138,69,39,NULL
10137,69,163,NULL
10136,69,34,NULL
10135,69,160,NULL
10134,69,278,NULL
10133,69,265,NULL
10132,69,6,NULL
10131,69,130,NULL
10176,68,116,NULL
10175,68,243,NULL
10174,68,114,NULL
10173,68,105,NULL
10172,68,231,NULL
10171,68,85,NULL
10170,68,212,NULL
10169,68,211,NULL
10168,68,80,NULL
10167,68,13,NULL
10166,68,74,NULL
10165,68,71,NULL
10164,68,68,NULL
10163,68,67,NULL
10162,68,61,NULL
10161,68,60,NULL
10160,68,44,NULL
10159,68,40,NULL
10158,68,274,NULL
10157,68,269,NULL
10156,68,9,NULL
10155,68,6,NULL
10212,67,117,NULL
10211,67,116,NULL
10210,67,113,NULL
10209,67,240,NULL
10208,67,61,NULL
10207,67,106,NULL
10206,67,231,NULL
10205,67,67,NULL
10204,67,92,NULL
10203,67,84,NULL
10202,67,81,NULL
10201,67,80,NULL
10200,67,79,NULL
10199,67,204,NULL
10198,67,201,NULL
10197,67,199,NULL
10196,67,68,NULL
10195,67,195,NULL
10194,67,189,NULL
10193,67,60,NULL
10192,67,181,NULL
10191,67,177,NULL
10190,67,302,NULL
10189,67,44,NULL
10188,67,299,NULL
10187,67,40,NULL
10186,67,112,NULL
10185,67,148,NULL
10184,67,147,NULL
10183,67,274,NULL
10182,67,14,NULL
10181,67,141,NULL
10180,67,13,NULL
10179,67,9,NULL
10178,67,6,NULL
10219,66,71,NULL
10218,66,302,NULL
10217,66,6,NULL
10216,66,284,NULL
10215,66,137,NULL
10246,65,226,NULL
10245,65,223,NULL
10244,65,94,NULL
10243,65,216,NULL
10242,65,85,NULL
10241,65,210,NULL
10240,65,208,NULL
10239,65,207,NULL
10238,65,74,NULL
10237,65,200,NULL
10236,65,71,NULL
10235,65,69,NULL
10234,65,195,NULL
10233,65,64,NULL
10232,65,61,NULL
10231,65,60,NULL
10230,65,172,NULL
10229,65,199,NULL
10228,65,170,NULL
10227,65,39,NULL
10226,65,25,NULL
10225,65,151,NULL
10224,65,22,NULL
10223,65,143,NULL
10222,65,9,NULL
10221,65,6,NULL
10220,65,3,NULL
10305,64,113,NULL
10304,64,110,NULL
10303,64,252,NULL
10302,64,123,NULL
10301,64,98,NULL
10300,64,96,NULL
10299,64,223,NULL
10298,64,94,NULL
10297,64,89,NULL
10296,64,216,NULL
10295,64,213,NULL
10294,64,211,NULL
10293,64,210,NULL
10292,64,207,NULL
10291,64,76,NULL
10290,64,75,NULL
10289,64,202,NULL
10288,64,196,NULL
10287,64,203,NULL
10286,64,194,NULL
10285,64,65,NULL
10284,64,192,NULL
10283,64,61,NULL
10282,64,60,NULL
10281,64,59,NULL
10280,64,183,NULL
10279,64,179,NULL
10278,64,178,NULL
10277,64,177,NULL
10276,64,176,NULL
10275,64,175,NULL
10274,64,50,NULL
10273,64,172,NULL
10272,64,43,NULL
10271,64,170,NULL
10270,64,169,NULL
10269,64,39,NULL
10268,64,35,NULL
10267,64,193,NULL
10266,64,284,NULL
10265,64,283,NULL
10264,64,281,NULL
10263,64,151,NULL
10262,64,22,NULL
10261,64,276,NULL
10260,64,188,NULL
10259,64,18,NULL
10258,64,143,NULL
10257,64,13,NULL
10256,64,263,NULL
10255,64,6,NULL
10254,64,4,NULL
10253,64,131,NULL
10252,64,64,NULL
10251,64,256,NULL
10332,63,228,NULL
10331,63,227,NULL
10330,63,223,NULL
10329,63,216,NULL
10328,63,85,NULL
10327,63,209,NULL
10326,63,76,NULL
10325,63,74,NULL
10324,63,199,NULL
10323,63,188,NULL
10322,63,51,NULL
10321,63,166,NULL
10320,63,165,NULL
10319,63,35,NULL
10318,63,160,NULL
10317,63,159,NULL
10316,63,285,NULL
10315,63,16,NULL
10314,63,141,NULL
10313,63,6,NULL
10356,62,96,NULL
10355,62,223,NULL
10354,62,94,NULL
10353,62,219,NULL
10352,62,218,NULL
10351,62,80,NULL
10350,62,205,NULL
10349,62,69,NULL
10348,62,183,NULL
10347,62,173,NULL
10346,62,172,NULL
10345,62,170,NULL
10344,62,41,NULL
10343,62,39,NULL
10342,62,25,NULL
10341,62,151,NULL
10340,62,143,NULL
10339,62,263,NULL
10338,62,6,NULL
10337,62,130,NULL
10336,62,257,NULL
10410,61,231,NULL
10409,61,227,NULL
10408,61,226,NULL
10407,61,223,NULL
10406,61,94,NULL
10405,61,221,NULL
10404,61,92,NULL
10403,61,207,NULL
10402,61,71,NULL
10401,61,89,NULL
10400,61,216,NULL
10399,61,215,NULL
10398,61,85,NULL
10397,61,212,NULL
10396,61,211,NULL
10395,61,80,NULL
10394,61,79,NULL
10393,61,78,NULL
10392,61,74,NULL
10391,61,201,NULL
10390,61,199,NULL
10389,61,69,NULL
10388,61,68,NULL
10387,61,67,NULL
10386,61,65,NULL
10385,61,64,NULL
10384,61,190,NULL
10383,61,61,NULL
10382,61,60,NULL
10381,61,58,NULL
10380,61,185,NULL
10379,61,9,NULL
10378,61,177,NULL
10377,61,303,NULL
10376,61,45,NULL
10375,61,44,NULL
10374,61,299,NULL
10373,61,170,NULL
10372,61,39,NULL
10371,61,164,NULL
10370,61,35,NULL
10369,61,159,NULL
10368,61,283,NULL
10367,61,281,NULL
10366,61,23,NULL
10365,61,274,NULL
10364,61,143,NULL
10363,61,175,NULL
10362,61,151,NULL
10361,61,172,NULL
10360,61,6,NULL
10359,61,192,NULL
10468,60,117,NULL
10467,60,113,NULL
10466,60,240,NULL
10465,60,236,NULL
10464,60,106,NULL
10463,60,188,NULL
10462,60,59,NULL
10461,60,95,NULL
10460,60,94,NULL
10459,60,92,NULL
10458,60,88,NULL
10457,60,213,NULL
10456,60,212,NULL
10455,60,83,NULL
10454,60,82,NULL
10453,60,81,NULL
10452,60,207,NULL
10451,60,78,NULL
10450,60,204,NULL
10449,60,197,NULL
10448,60,68,NULL
10447,60,67,NULL
10446,60,65,NULL
10445,60,64,NULL
10444,60,61,NULL
10443,60,60,NULL
10442,60,223,NULL
10441,60,173,NULL
10440,60,172,NULL
10439,60,170,NULL
10438,60,166,NULL
10437,60,112,NULL
10436,60,69,NULL
10435,60,284,NULL
10434,60,25,NULL
10433,60,151,NULL
10432,60,150,NULL
10431,60,18,NULL
10430,60,216,NULL
10429,60,143,NULL
10428,60,14,NULL
10427,60,13,NULL
10426,60,9,NULL
10425,60,6,NULL
10475,59,59,NULL
10474,59,120,NULL
10473,59,85,NULL
10472,59,207,NULL
10471,59,64,NULL
10482,58,61,NULL
10481,58,107,NULL
10480,58,298,NULL
10479,58,9,NULL
10478,58,275,NULL
10490,57,185,NULL
10489,57,3,NULL
10488,57,41,NULL
10487,57,40,NULL
10486,57,6,NULL
10485,57,99,NULL
10484,57,32,NULL
10483,57,19,NULL
10498,56,56,NULL
10497,56,22,NULL
10496,56,175,NULL
10495,56,74,NULL
10494,56,40,NULL
10493,56,166,NULL
10492,56,3,NULL
10507,55,85,NULL
10506,55,276,NULL
10505,55,143,NULL
10504,55,43,NULL
10503,55,74,NULL
10502,55,69,NULL
10501,55,4,NULL
10500,55,256,NULL
10528,54,283,NULL
10527,54,87,NULL
10526,54,36,NULL
10525,54,137,NULL
10524,54,170,NULL
10523,54,54,NULL
10522,54,94,NULL
10521,54,42,NULL
10520,54,221,NULL
10519,54,295,NULL
10518,54,298,NULL
10517,54,297,NULL
10516,54,71,NULL
10515,54,6,NULL
10514,54,22,NULL
10513,54,164,NULL
10512,54,3,NULL
10511,54,32,NULL
10532,53,100,NULL
10538,52,23,NULL
10537,52,19,NULL
10536,52,271,NULL
10535,52,215,NULL
10534,52,3,NULL
10533,52,34,NULL
10549,51,185,NULL
10548,51,23,NULL
10547,51,22,NULL
10546,51,19,NULL
10545,51,47,NULL
10544,51,74,NULL
10543,51,40,NULL
10542,51,3,NULL
10541,51,51,NULL
10576,50,120,NULL
10575,50,247,NULL
10574,50,96,NULL
10573,50,94,NULL
10572,50,220,NULL
10571,50,88,NULL
10570,50,85,NULL
10569,50,78,NULL
10568,50,203,NULL
10567,50,194,NULL
10566,50,193,NULL
10565,50,64,NULL
10564,50,180,NULL
10563,50,50,NULL
10562,50,174,NULL
10561,50,45,NULL
10560,50,172,NULL
10559,50,40,NULL
10558,50,160,NULL
10557,50,150,NULL
10556,50,276,NULL
10555,50,216,NULL
10554,50,143,NULL
10553,50,137,NULL
10585,48,121,NULL
10584,48,181,NULL
10583,48,48,NULL
10582,48,14,NULL
10581,48,41,NULL
10580,48,40,NULL
10588,47,285,NULL
10587,47,51,NULL
10590,46,49,NULL
10598,45,174,NULL
10597,45,210,NULL
10596,45,172,NULL
10595,45,203,NULL
10594,45,76,NULL
10593,45,263,NULL
10592,45,163,NULL
10591,45,192,NULL
10617,44,212,NULL
10616,44,105,NULL
10615,44,150,NULL
10614,44,116,NULL
10613,44,243,NULL
10612,44,210,NULL
10611,44,112,NULL
10610,44,221,NULL
10609,44,13,NULL
10608,44,106,NULL
10607,44,9,NULL
10606,44,231,NULL
10605,44,68,NULL
10604,44,67,NULL
10603,44,193,NULL
10648,43,227,NULL
10647,43,98,NULL
10646,43,96,NULL
10645,43,94,NULL
10644,43,219,NULL
10643,43,89,NULL
10642,43,216,NULL
10641,43,85,NULL
10640,43,82,NULL
10639,43,75,NULL
10638,43,200,NULL
10637,43,64,NULL
10636,43,184,NULL
10635,43,55,NULL
10634,43,172,NULL
10633,43,170,NULL
10632,43,39,NULL
10631,43,164,NULL
10630,43,284,NULL
10629,43,283,NULL
10628,43,25,NULL
10627,43,150,NULL
10626,43,276,NULL
10625,43,263,NULL
10624,43,6,NULL
10623,43,4,NULL
10622,43,192,NULL
10661,42,21,NULL
10660,42,19,NULL
10659,42,175,NULL
10658,42,23,NULL
10657,42,298,NULL
10656,42,38,NULL
10655,42,3,NULL
10654,42,34,NULL
10653,42,33,NULL
10652,42,32,NULL
10680,41,185,NULL
10679,41,22,NULL
10678,41,245,NULL
10677,41,19,NULL
10676,41,216,NULL
10675,41,48,NULL
10674,41,15,NULL
10673,41,78,NULL
10672,41,215,NULL
10671,41,74,NULL
10670,41,41,NULL
10669,41,40,NULL
10668,41,166,NULL
10667,41,165,NULL
10666,41,3,NULL
10665,41,32,NULL
10754,40,113,NULL
10753,40,112,NULL
10752,40,238,NULL
10751,40,106,NULL
10750,40,161,NULL
10749,40,231,NULL
10748,40,101,NULL
10747,40,99,NULL
10746,40,98,NULL
10745,40,96,NULL
10744,40,223,NULL
10743,40,221,NULL
10742,40,220,NULL
10741,40,89,NULL
10740,40,216,NULL
10739,40,215,NULL
10738,40,206,NULL
10737,40,212,NULL
10736,40,163,NULL
10735,40,78,NULL
10734,40,205,NULL
10733,40,75,NULL
10732,40,74,NULL
10731,40,201,NULL
10730,40,199,NULL
10729,40,68,NULL
10728,40,67,NULL
10727,40,32,NULL
10726,40,36,NULL
10725,40,189,NULL
10724,40,57,NULL
10723,40,56,NULL
10722,40,40,NULL
10721,40,51,NULL
10720,40,306,NULL
10719,40,50,NULL
10718,40,48,NULL
10717,40,174,NULL
10716,40,240,NULL
10715,40,300,NULL
10714,40,135,NULL
10713,40,41,NULL
10712,40,168,NULL
10711,40,166,NULL
10710,40,165,NULL
10709,40,164,NULL
10708,40,35,NULL
10707,40,34,NULL
10706,40,33,NULL
10705,40,160,NULL
10704,40,185,NULL
10703,40,285,NULL
10702,40,24,NULL
10701,40,23,NULL
10700,40,22,NULL
10699,40,110,NULL
10698,40,121,NULL
10697,40,19,NULL
10696,40,152,NULL
10695,40,16,NULL
10694,40,15,NULL
10693,40,141,NULL
10692,40,267,NULL
10691,40,137,NULL
10690,40,136,NULL
10689,40,263,NULL
10688,40,6,NULL
10687,40,3,NULL
10686,40,256,NULL
10812,39,244,NULL
10811,39,243,NULL
10810,39,104,NULL
10809,39,112,NULL
10808,39,39,NULL
10807,39,106,NULL
10806,39,80,NULL
10805,39,101,NULL
10804,39,227,NULL
10803,39,226,NULL
10802,39,97,NULL
10801,39,96,NULL
10800,39,94,NULL
10799,39,89,NULL
10798,39,88,NULL
10797,39,85,NULL
10796,39,83,NULL
10795,39,208,NULL
10794,39,207,NULL
10793,39,204,NULL
10792,39,74,NULL
10791,39,69,NULL
10790,39,196,NULL
10789,39,194,NULL
10788,39,65,NULL
10787,39,64,NULL
10786,39,245,NULL
10785,39,62,NULL
10784,39,61,NULL
10783,39,117,NULL
10782,39,54,NULL
10781,39,180,NULL
10780,39,175,NULL
10779,39,173,NULL
10778,39,172,NULL
10777,39,43,NULL
10776,39,170,NULL
10775,39,295,NULL
10774,39,163,NULL
10773,39,34,NULL
10772,39,160,NULL
10771,39,159,NULL
10770,39,283,NULL
10769,39,25,NULL
10768,39,151,NULL
10767,39,150,NULL
10766,39,216,NULL
10765,39,16,NULL
10764,39,143,NULL
10763,39,14,NULL
10762,39,141,NULL
10761,39,10,NULL
10760,39,137,NULL
10759,39,6,NULL
10819,38,163,NULL
10830,37,284,NULL
10829,37,212,NULL
10828,37,298,NULL
10827,37,297,NULL
10826,37,37,NULL
10825,37,3,NULL
10836,36,185,NULL
10835,36,54,NULL
10834,36,40,NULL
10833,36,35,NULL
10832,36,32,NULL
10891,34,52,NULL
10890,34,19,NULL
10889,34,42,NULL
10888,34,40,NULL
10887,34,39,NULL
10886,34,69,NULL
10885,34,164,NULL
10884,34,32,NULL
10906,33,21,NULL
10905,33,15,NULL
10904,33,23,NULL
10903,33,42,NULL
10902,33,233,NULL
10901,33,40,NULL
10900,33,97,NULL
10899,33,1,NULL
10898,33,193,NULL
10897,33,32,NULL
10929,32,35,NULL
10928,32,207,NULL
10927,32,69,NULL
10926,32,57,NULL
10925,32,54,NULL
10924,32,286,NULL
10923,32,42,NULL
10922,32,41,NULL
10921,32,40,NULL
10920,32,166,NULL
10919,32,36,NULL
10918,32,163,NULL
10917,32,34,NULL
10916,32,33,NULL
10915,32,185,NULL
10914,32,150,NULL
10913,32,19,NULL
10912,32,15,NULL
10911,32,137,NULL
10935,31,139,NULL
10937,30,120,NULL
10942,28,279,NULL
10941,28,18,NULL
10940,28,73,NULL
10944,27,83,NULL
10947,26,3,NULL
10946,26,1,NULL
10973,25,227,NULL
10972,25,96,NULL
10971,25,94,NULL
10970,25,219,NULL
10969,25,216,NULL
10968,25,82,NULL
10967,25,81,NULL
10966,25,199,NULL
10965,25,195,NULL
10964,25,65,NULL
10963,25,64,NULL
10962,25,62,NULL
10961,25,60,NULL
10960,25,185,NULL
10959,25,172,NULL
10958,25,43,NULL
10957,25,170,NULL
10956,25,168,NULL
10955,25,39,NULL
10954,25,35,NULL
10953,25,283,NULL
10952,25,25,NULL
10951,25,22,NULL
10950,25,276,NULL
10949,25,143,NULL
10948,25,263,NULL
10978,24,40,NULL
10993,23,215,NULL
10992,23,52,NULL
10991,23,51,NULL
10990,23,82,NULL
10989,23,79,NULL
10988,23,151,NULL
10987,23,42,NULL
10986,23,40,NULL
10985,23,263,NULL
10984,23,33,NULL
10983,23,3,NULL
10982,23,1,NULL
10981,23,19,NULL
11032,22,89,NULL
11031,22,216,NULL
11030,22,215,NULL
11029,22,82,NULL
11028,22,56,NULL
11027,22,207,NULL
11026,22,75,NULL
11025,22,74,NULL
11024,22,200,NULL
11023,22,195,NULL
11022,22,65,NULL
11021,22,64,NULL
11020,22,185,NULL
11019,22,184,NULL
11018,22,54,NULL
11017,22,51,NULL
11016,22,172,NULL
11015,22,170,NULL
11014,22,169,NULL
11013,22,40,NULL
11012,22,166,NULL
11011,22,163,NULL
11010,22,33,NULL
11009,22,285,NULL
11008,22,284,NULL
11007,22,25,NULL
11006,22,151,NULL
11005,22,22,NULL
11004,22,21,NULL
11003,22,20,NULL
11002,22,19,NULL
11001,22,143,NULL
11000,22,150,NULL
10999,22,1,NULL
11049,21,21,NULL
11048,21,19,NULL
11047,21,75,NULL
11046,21,42,NULL
11045,21,137,NULL
11044,21,40,NULL
11043,21,1,NULL
11042,21,3,NULL
11041,21,33,NULL
11060,20,219,NULL
11059,20,22,NULL
11058,20,20,NULL
11057,20,82,NULL
11056,20,143,NULL
11055,20,267,NULL
11054,20,170,NULL
11053,20,71,NULL
11052,20,75,NULL
11076,19,179,NULL
11075,19,171,NULL
11074,19,42,NULL
11073,19,41,NULL
11072,19,40,NULL
11071,19,166,NULL
11070,19,165,NULL
11069,19,34,NULL
11068,19,32,NULL
11067,19,23,NULL
11066,19,22,NULL
11065,19,21,NULL
11064,19,19,NULL
11063,19,15,NULL
11062,19,51,NULL
11061,19,1,NULL
11109,18,110,NULL
11108,18,210,NULL
11107,18,104,NULL
11106,18,231,NULL
11105,18,226,NULL
11104,18,97,NULL
11103,18,94,NULL
11102,18,216,NULL
11101,18,82,NULL
11100,18,202,NULL
11099,18,201,NULL
11098,18,194,NULL
11097,18,64,NULL
11096,18,61,NULL
11095,18,60,NULL
11094,18,177,NULL
11093,18,299,NULL
11092,18,170,NULL
11091,18,28,NULL
11090,18,284,NULL
11089,18,151,NULL
11088,18,150,NULL
11087,18,276,NULL
11086,18,274,NULL
11085,18,9,NULL
11123,16,284,NULL
11122,16,153,NULL
11121,16,243,NULL
11120,16,82,NULL
11119,16,241,NULL
11118,16,141,NULL
11117,16,75,NULL
11116,16,40,NULL
11115,16,103,NULL
11114,16,6,NULL
11113,16,179,NULL
11112,16,195,NULL
11111,16,130,NULL
11133,15,74,NULL
11132,15,73,NULL
11131,15,40,NULL
11130,15,6,NULL
11129,15,166,NULL
11128,15,3,NULL
11127,15,33,NULL
11126,15,32,NULL
11160,14,106,NULL
11159,14,99,NULL
11158,14,96,NULL
11157,14,223,NULL
11156,14,85,NULL
11155,14,212,NULL
11154,14,80,NULL
11153,14,71,NULL
11152,14,67,NULL
11151,14,60,NULL
11150,14,181,NULL
11149,14,48,NULL
11148,14,39,NULL
11147,14,162,NULL
11146,14,14,NULL
11145,14,269,NULL
11144,14,265,NULL
11143,14,6,NULL
11173,13,67,NULL
11172,13,64,NULL
11171,13,60,NULL
11170,13,44,NULL
11169,13,150,NULL
11168,13,147,NULL
11167,13,13,NULL
11166,13,9,NULL
11165,13,6,NULL
11194,12,83,NULL
11193,12,210,NULL
11192,12,113,NULL
11191,12,111,NULL
11190,12,71,NULL
11189,12,6,NULL
11201,11,110,NULL
11200,11,109,NULL
11199,11,299,NULL
11198,11,104,NULL
11197,11,6,NULL
11207,10,38,NULL
11206,10,301,NULL
11205,10,134,NULL
11238,9,106,NULL
11237,9,105,NULL
11236,9,231,NULL
11235,9,227,NULL
11234,9,143,NULL
11233,9,212,NULL
11232,9,83,NULL
11231,9,210,NULL
11230,9,13,NULL
11229,9,78,NULL
11228,9,79,NULL
11227,9,199,NULL
11226,9,68,NULL
11225,9,67,NULL
11224,9,65,NULL
11223,9,192,NULL
11222,9,61,NULL
11221,9,188,NULL
11220,9,58,NULL
11219,9,180,NULL
11218,9,173,NULL
11217,9,44,NULL
11216,9,168,NULL
11215,9,151,NULL
11214,9,274,NULL
11213,9,60,NULL
11212,9,269,NULL
11211,9,9,NULL
11210,9,193,NULL
11209,9,6,NULL
11257,8,112,NULL
11256,8,143,NULL
11255,8,231,NULL
11254,8,74,NULL
11253,8,105,NULL
11252,8,7,NULL
11251,8,6,NULL
11250,8,164,NULL
11249,8,35,NULL
11248,8,160,NULL
11247,8,96,NULL
11338,6,190,NULL
11337,6,189,NULL
11336,6,188,NULL
11335,6,180,NULL
11334,6,177,NULL
11333,6,176,NULL
11332,6,175,NULL
11331,6,174,NULL
11330,6,173,NULL
11329,6,170,NULL
11328,6,168,NULL
11327,6,166,NULL
11326,6,164,NULL
11325,6,163,NULL
11324,6,162,NULL
11323,6,161,NULL
11322,6,160,NULL
11321,6,152,NULL
11320,6,151,NULL
11319,6,150,NULL
11318,6,143,NULL
11317,6,136,NULL
11316,6,123,NULL
11315,6,120,NULL
11314,6,119,NULL
11313,6,117,NULL
11312,6,113,NULL
11311,6,110,NULL
11310,6,106,NULL
11309,6,104,NULL
11308,6,103,NULL
11307,6,98,NULL
11306,6,97,NULL
11305,6,96,NULL
11304,6,95,NULL
11303,6,94,NULL
11302,6,93,NULL
11301,6,92,NULL
11300,6,85,NULL
11299,6,84,NULL
11298,6,83,NULL
11297,6,81,NULL
11296,6,80,NULL
11295,6,79,NULL
11294,6,78,NULL
11293,6,76,NULL
11292,6,75,NULL
11291,6,74,NULL
11290,6,71,NULL
11289,6,70,NULL
11288,6,69,NULL
11287,6,68,NULL
11286,6,67,NULL
11285,6,66,NULL
11284,6,65,NULL
11283,6,64,NULL
11282,6,63,NULL
11281,6,62,NULL
11280,6,61,NULL
11279,6,60,NULL
11278,6,57,NULL
11277,6,54,NULL
11276,6,43,NULL
11275,6,40,NULL
11379,4,75,NULL
11378,4,263,NULL
11377,4,43,NULL
11376,4,64,NULL
11393,3,26,NULL
11392,3,152,NULL
11391,3,23,NULL
11390,3,21,NULL
11389,3,15,NULL
11388,3,141,NULL
11387,3,267,NULL
11386,3,137,NULL
11385,3,135,NULL
11384,3,3,NULL
11383,3,1,NULL
11419,1,3,NULL
11418,1,1,NULL